"","id","low_area","mean_area","high_area","sd_area","DOF","group_size"
"1","aa_dry_1991/1992",1.82540197893325,2.48705810794926,3.24945695640744,0.363279330988315,46.6925891004322,20
"2","aa_dry_1992/1993",2.37036036711527,2.98701322994976,3.67388430547601,0.332531616928761,80.5096117076576,23
"3","aa_dry_1996/1997",1.84042090463063,2.80171989440039,3.96179170885294,0.541166021485283,26.6273314720082,30
"4","aa_dry_2000/2001",6.98763755300763,11.1728341669568,16.3243690789822,2.38181926683026,21.8286931701037,31
"5","aa_dry_2001/2002",8.10754074938399,11.5986502962983,15.70503633579,1.93813662918522,35.6370123698294,38
"6","aa_dry_2002/2003",9.1662486963316,14.3733961370157,20.7329941325821,2.95070036639043,23.5526110636287,37
"7","aa_dry_2003/2004",3.94767775453573,5.17497029132244,6.56584050986024,0.667898662072579,59.8561526477133,18
"8","aa_dry_2004/2005",3.68571731092517,5.24701337360042,7.07971386544918,0.865815447582654,36.5495263935067,20
"9","aa_dry_2005/2006",1.87054724224988,2.51345462786275,3.24986531022886,0.35186685407627,50.8481742622046,24
"10","aa_dry_2006/2007",0.870688372778743,1.30740668079329,1.83148340230647,0.245100772838707,28.2771939159864,21
"11","aa_dry_2007/2008",1.36593559589059,2.129564701834,3.06003557909653,0.432168363062738,24.1056835392727,23
"12","aa_dry_2008/2009",2.63790262400251,3.81941643346705,5.21613992121143,0.657713596226765,33.5462132590034,26
"13","aa_wet_1991",1.83129551916729,2.71591141489168,3.77208557264118,0.495099503437217,29.9155121017838,17
"14","aa_wet_1992",2.344862562991,3.03489381950288,3.81256621054891,0.374414195805589,65.5248747456317,20
"15","aa_wet_1999",6.17874912252162,12.432118350772,20.8348305218127,3.73879627532936,10.8821427039435,29
"16","aa_wet_2001",5.85900919358728,9.51980891765846,14.0547247437405,2.09074376279419,20.5570532078451,31
"17","aa_wet_2002",8.796071628518,11.5317770447517,14.6322344573149,1.48881704816247,59.8168030869123,38
"18","aa_wet_2003",5.99684234230858,7.57300956418429,9.33030269878647,0.850372539917827,79.1300511302939,37
"19","aa_wet_2004",3.54447978562695,4.63244302789477,5.86380169595254,0.59166375263408,61.1238549777718,18
"20","aa_wet_2005",3.60005880175813,4.66487033297224,5.86553152361388,0.577926714759119,64.9752009373774,20
"21","aa_wet_2006",2.56873525952678,3.36975590385909,4.2778230865117,0.435991792598192,59.5591053403798,24
"22","aa_wet_2007",2.78520083450317,3.74165041005279,4.83710070289655,0.523443843977902,50.9188128190773,21
"23","aa_wet_2008",4.20130562135475,5.76993104274608,7.58353427997964,0.862813433322677,44.543745893146,23
"24","aa_wet_2009",2.71152049872069,3.594244280171,4.59944615900179,0.481613688847218,55.5178731365491,26
"25","cu_dry_2007/2008",0.919708748398653,1.73172772209045,2.79640751781967,0.47874968607679,12.9091614522435,7
"26","cu_dry_2008/2009",0.714346359522098,1.62890368007972,2.91393574082654,0.561119740128684,8.25313249437389,5
"27","cu_wet_2008",0.519892527478719,1.00306544439185,1.64235824534161,0.286343295373188,12.0963504164662,7
"28","cu_wet_2009",0.45324251278406,0.882070125303971,1.45127820287021,0.254600941348509,11.8281622034912,5
"29","ff_dry_2002/2003",1.8771205231672,2.54953783689209,3.32330264802706,0.368924011443842,47.5813574687478,32
"30","ff_dry_2003/2004",2.58894865741234,3.27041577641928,4.0302971315989,0.367690937292491,78.9333595587309,34
"31","ff_dry_2004/2005",2.62163882654256,3.39815101596423,4.2738543146032,0.421483542872613,64.8239367567833,34
"32","ff_dry_2005/2006",3.51264061084654,4.62207798672707,5.88144168185142,0.604285987501244,58.3271179172207,39
"33","ff_dry_2006/2007",3.44252795686891,4.66595219870975,6.07251695573516,0.670915560935267,48.1895275596362,38
"34","ff_dry_2007/2008",2.42974195204665,3.56913543575825,4.92414246736226,0.636326662070309,31.2842910973101,20
"35","ff_dry_2008/2009",2.11900438347702,3.30788719221695,4.75727407281321,0.673027981973516,23.9807413476854,18
