"","id","low_area","mean_area","high_area","sd_area","DOF","group_size"
"1","aa_dry_1991/1992",1.98035776664031,2.6401731833685,3.39340116055114,0.36047025354868,53.467381650818,20
"2","aa_dry_1992/1993",2.53786274408456,3.14972613414188,3.8266757578962,0.328778830053991,91.5991403682233,23
"3","aa_dry_1996/1997",2.02896936352866,3.00723579631206,4.17492916066999,0.547438723760541,30.0000000000001,30
"4","aa_dry_2000/2001",7.10890756294859,11.2812714211008,16.4015444129526,2.37057062500104,22.4712532658068,31
"5","aa_dry_2001/2002",8.22195663816741,11.7224785049033,15.8340968513397,1.94187250336027,36.2651376963133,38
"6","aa_dry_2002/2003",9.26181671885494,14.4702890445999,20.822158178037,2.94906669877094,23.9002326748036,37
"7","aa_dry_2003/2004",4.05208652921044,5.28545408948257,6.680189009738,0.67043430625703,61.9740183970734,18
"8","aa_dry_2004/2005",3.79616394119039,5.36538364087111,7.20181934424667,0.868789643636806,37.9627190718882,20
"9","aa_dry_2005/2006",2.11898372893036,2.73185603574367,3.42139252414432,0.332247141636215,67.4294496324242,24
"10","aa_dry_2006/2007",1.1250109922891,1.53865074422867,2.01604591450039,0.227304827094716,45.6439285744628,21
"11","aa_dry_2007/2008",1.63608253141354,2.39612238220094,3.29887157004576,0.424180877202095,31.7329473727157,23
"12","aa_dry_2008/2009",2.76884052525666,3.96110312036096,5.36349107166207,0.661900649593216,35.6370579350587,26
"13","aa_dry_2009/2010",0.778251283725832,1.27174282824907,1.88445030222259,0.282193627167541,20.1341639245331,24
"14","aa_dry_2010/2011",1.23173998474312,1.92243438494447,2.7644040054132,0.390985719558694,24.0000000000001,30
"15","aa_dry_2011/2012",2.71305421404216,4.19232889236611,5.98833895566021,0.835531821841339,24.9999999999999,28
"16","aa_dry_2013/2014",2.69638139340075,3.55678968484674,4.5345167595376,0.468912083198174,57.3578141351507,34
"17","aa_dry_2014/2015",1.41408497453407,2.52653949235076,3.95649702831161,0.648574503514679,15,25
